symbol,name,asset_class,attributes,exchange,status,tradable
WLACU,Willow Lane Acquisition Corp. Unit,us_equity,[],NASDAQ,active,True
WLACW,Willow Lane Acquisition Corp. Warrants,us_equity,[],NASDAQ,active,True
WLDN,"Willdan Group, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WLDS,Wearable Devices Ltd. Ordinary Share,us_equity,[],NASDAQ,active,True
WLDSW,Wearable Devices Ltd. Warrant,us_equity,[],NASDAQ,active,True
WLFC,Willis Lease Finance Corporation Common Stock,us_equity,['fractional_eh_enabled'],NASDAQ,active,True
WMG,Warner Music Group Corp. Class A Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WMPN,William Penn Bancorporation Common Stock,us_equity,[],NASDAQ,active,True
WNDY,Global X Funds Global X Wind Energy ETF,us_equity,['has_options'],NASDAQ,active,True
WNEB,"Western New England Bancorp, Inc. Common Stock",us_equity,['has_options'],NASDAQ,active,True
WNW,Meiwu Technology Company Limited Ordinary Shares,us_equity,[],NASDAQ,active,True
WOOD,iShares Global Timber & Forestry ETF,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WOOF,"Petco Health and Wellness Company, Inc. Class A Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WORX,SCWorx Corp. Common Stock,us_equity,[],NASDAQ,active,True
WPRT,Westport Fuel Systems Inc Common Shares,us_equity,['has_options'],NASDAQ,active,True
WRAP,"Wrap Technologies, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WRD,WeRide Inc. American Depositary Shares,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WRND,New York Life Investments ETF Trust NYLI Global Equity R&D Leaders ETF,us_equity,[],NASDAQ,active,True
WSBC,"WesBanco, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WSBCP,"WesBanco, Inc. Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",us_equity,[],NASDAQ,active,True
WSC,WillScot Holdings Corporation Class A Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WSFS,WSFS Financial Corporation Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WSML,iShares Trust iShares MSCI World Small-Cap ETF,us_equity,[],NASDAQ,active,True
WTBA,West Bancorporation Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WTBN,WisdomTree Trust WisdomTree Bianco Total Return Fund,us_equity,[],NASDAQ,active,True
WTF,Waton Financial Limited Ordinary Shares,us_equity,[],NASDAQ,active,True
WTFC,Wintrust Financial Corporation Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WTFCM,"Wintrust Financial Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D",us_equity,[],NASDAQ,active,True
WTFCP,"Wintrust Financial Corporation Depositary Shares, Each Representing a 1/1,000th Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E",us_equity,[],NASDAQ,active,True
WTMU,WisdomTree Trust WisdomTree Core Laddered Municipal Fund,us_equity,[],NASDAQ,active,True
WTMY,WisdomTree Trust WisdomTree High Income Laddered Municipal Fund,us_equity,[],NASDAQ,active,True
WTO,UTime Limited Ordinary Shares,us_equity,[],NASDAQ,active,True
WTW,Willis Towers Watson Public Limited Company Ordinary Shares,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WULF,TeraWulf Inc. Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WVE,Wave Life Sciences Ltd. Ordinary Shares,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WVVI,"Willamette Valley Vineyards, Inc. Common Stock",us_equity,[],NASDAQ,active,True
WVVIP,"Willamette Valley Vineyards, Inc. Series A Redeemable Preferred Stock",us_equity,[],NASDAQ,active,True
WWD,"Woodward, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WXM,WF International Limited Ordinary Shares,us_equity,[],NASDAQ,active,True
WYHG,Wing Yip Food Holdings Group Limited American Depositary Shares,us_equity,[],NASDAQ,active,True
WYNN,"Wynn Resorts, Limited Common stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
XAGE,"Longevity Health Holdings, Inc. Common Stock",us_equity,[],NASDAQ,active,True
XAGEW,"Longevity Health Holdings, Inc. Warrant",us_equity,[],NASDAQ,active,True
XAIR,"Beyond Air, Inc. Common Stock",us_equity,['has_options'],NASDAQ,active,True
XAIX,DBX ETF Trust Xtrackers Artificial Intelligence and Big Data ETF,us_equity,[],NASDAQ,active,True
NCPL,Netcapital Inc. Common Stock,us_equity,[],NASDAQ,active,True
XBIL,"The RBB Fund, Inc. US Treasury 6 Month Bill ETF",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
XBIO,"Xenetic Biosciences, Inc. Common Stock",us_equity,[],NASDAQ,active,True
XBIT,XBiotech Inc. Common Stock,us_equity,['has_options'],NASDAQ,active,True
XBP,"XBP Europe Holdings, Inc. Common Stock",us_equity,[],NASDAQ,active,True
XBPEW,"XBP Europe Holdings, Inc. Warrant",us_equity,[],NASDAQ,active,True
XCH,XCHG Limited American Depositary Share,us_equity,[],NASDAQ,active,True
XCNY,SPDR Index Shares Fund SPDR S&P Emerging Markets ex-China ETF,us_equity,[],NASDAQ,active,True
XEL,Xcel Energy Inc. Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
XELB,"Xcel Brands, Inc. Common Stock",us_equity,[],NASDAQ,active,True
XENE,Xenon Pharmaceuticals Inc. Common Shares,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
XERS,"Xeris Biopharma Holdings, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
XFIX,"The RBB Fund, Inc. F/m Opportunistic Income ETF",us_equity,[],NASDAQ,active,True
XFOR,"X4 Pharmaceuticals, Inc. Common Stock",us_equity,['has_options'],NASDAQ,active,True
XGN,Exagen Inc. Common Stock,us_equity,['has_options'],NASDAQ,active,True
XHG,XChange TEC.INC American Depositary Shares,us_equity,[],NASDAQ,active,True
XHLD,"TEN Holdings, Inc. Common Stock",us_equity,[],NASDAQ,active,True
XLO,"Xilio Therapeutics, Inc. Common Stock",us_equity,[],NASDAQ,active,True
XMAG,Tidal Trust II Defiance Large Cap ex-Mag 7 ETF,us_equity,['has_options'],NASDAQ,active,True
XMTR,"Xometry, Inc. Class A Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
XNCR,"Xencor, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
XNET,Xunlei Limited American Depositary Shares,us_equity,['has_options'],NASDAQ,active,True
XOMA,XOMA Royalty Corporation Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
XOMAO,XOMA Royalty Corporation Depositary Shares Rep Series B 8.375% Cumulative Preferred Stock,us_equity,[],NASDAQ,active,True
XOMAP,XOMA Royalty Corporation 8.625% Series A Cumulative Perpetual Preferred Stock,us_equity,[],NASDAQ,active,True
XOS,"Xos, Inc. Common Stock",us_equity,['has_options'],NASDAQ,active,True
XOSWW,"Xos, Inc. Warrants",us_equity,[],NASDAQ,active,True
XOVR,EntrepreneurShares Series Trust ERShares Private-Public Crossover ETF,us_equity,[],NASDAQ,active,True
XP,XP Inc. Class A Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
XPEL,"XPEL, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
XPON,Expion360 Inc. Common Stock,us_equity,['fractional_eh_enabled'],NASDAQ,active,True
XRAY,DENTSPLY SIRONA Inc. Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
XRTX,XORTX Therapeutics Inc. Common Stock,us_equity,[],NASDAQ,active,True
XRX,Xerox Holdings Corporation Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
XT,iShares Exponential Technologies ETF,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
XTIA,"XTI Aerospace, Inc. Common Stock",us_equity,[],NASDAQ,active,True
XTLB,XTL Biopharmaceuticals Ltd. American Depositary Shares,us_equity,[],NASDAQ,active,True
XWEL,"XWELL, Inc. Common Stock",us_equity,[],NASDAQ,active,True
XXII,"22nd Century Group, Inc. Common Stock",us_equity,['has_options'],NASDAQ,active,True
XYLO,Xylo Technologies Ltd. American Depositary Shares,us_equity,['has_options'],NASDAQ,active,True
YAAS,Youxin Technology Ltd Class A Ordinary shares,us_equity,[],NASDAQ,active,True
YOTAW,Yotta Acquisition Corporation Warrant,us_equity,[],NASDAQ,active,True
YGMZ,MingZhu Logistics Holdings Limited Ordinary Shares,us_equity,[],NASDAQ,active,True
YHC,LQR House Inc. Common Stock,us_equity,[],NASDAQ,active,True
YHGJ,Yunhong Green CTI Ltd. Common Stock,us_equity,[],NASDAQ,active,True
YHNA,YHN Acquisition I Limited Ordinary Shares,us_equity,[],NASDAQ,active,True
YHNAR,YHN Acquisition I Limited Right,us_equity,[],NASDAQ,active,True
YHNAU,YHN Acquisition I Limited Unit,us_equity,[],NASDAQ,active,True
YIBO,Planet Image International Limited Class A Ordinary Shares,us_equity,[],NASDAQ,active,True
YJ,Yunji Inc. American Depository Shares,us_equity,[],NASDAQ,active,True
YLDE,Legg Mason ETF Investment Trust Franklin ClearBridge Enhanced Income ETF,us_equity,[],NASDAQ,active,True
YMAB,"Y-mAbs Therapeutics, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
YOKE,EA Series Trust YOKE Core ETF,us_equity,[],NASDAQ,active,True
YORW,York Water Company (The) Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
YOSH,Yoshiharu Global Co. Class A Common Stock,us_equity,[],NASDAQ,active,True
YOTA,Yotta Acquisition Corporation Common Stock,us_equity,[],NASDAQ,active,True
YOTAR,Yotta Acquisition Corporation Right,us_equity,[],NASDAQ,active,True
YOTAU,Yotta Acquisition Corporation Unit,us_equity,[],NASDAQ,active,True
YQ,17 Education & Technology Group Inc. American Depositary Shares,us_equity,['has_options'],NASDAQ,active,True
YQQQ,Tidal Trust II YieldMax Short N100 Option Income Strategy ETF,us_equity,['has_options'],NASDAQ,active,True
YSXT,"YSX Tech. Co., Ltd Class A Ordinary Shares",us_equity,[],NASDAQ,active,True
YTRA,"Yatra Online, Inc. Ordinary Shares",us_equity,[],NASDAQ,active,True
YXT,YXT.COM GROUP HOLDING LIMITED American Depository Shares,us_equity,[],NASDAQ,active,True
YYAI,Connexa Sports Technologies Inc. Common Stock,us_equity,['fractional_eh_enabled'],NASDAQ,active,True
YYGH,YY Group Holding Limited Class A Ordinary Shares,us_equity,[],NASDAQ,active,True
Z,"Zillow Group, Inc. Class C Capital Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
ZAP,Global X Funds Global X U.S. Electrification ETF,us_equity,[],NASDAQ,active,True
ZAPP,Zapp Electric Vehicles Group Limited Ordinary Shares,us_equity,[],NASDAQ,active,True
ZBAI,ATIF Holdings Limited Ordinary Shares,us_equity,['fractional_eh_enabled'],NASDAQ,active,True
ZBAO,Zhibao Technology Inc. Class A Ordinary Shares,us_equity,[],NASDAQ,active,True
ZBIO,"Zenas BioPharma, Inc. Common Stock",us_equity,['fractional_eh_enabled'],NASDAQ,active,True
ZBRA,Zebra Technologies Corporation Class A Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
ZCAR,"Zoomcar Holdings, Inc. Common Stock",us_equity,[],NASDAQ,active,True
ZCARW,"Zoomcar Holdings, Inc. Warrants",us_equity,[],NASDAQ,active,True
ZD,"Ziff Davis, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
ZENA,"ZenaTech, Inc. Common Stock",us_equity,['has_options'],NASDAQ,active,True
ZEO,Zeo Energy Corporation Class A Common Stock,us_equity,[],NASDAQ,active,True
ZEOWW,Zeo Energy Corporation Warrants,us_equity,[],NASDAQ,active,True
ZEUS,"Olympic Steel, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
ZG,"Zillow Group, Inc. Class A Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
ZI,ZoomInfo Technologies Inc Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
ZIMV,ZimVie Inc. Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
ZION,Zions Bancorporation N.A. Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
ZIONP,"Zions Bancorporation, N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock)",us_equity,['fractional_eh_enabled'],NASDAQ,active,True
ZIPP,Tidal Trust II STKd 100% UBER & 100% TSLA ETF,us_equity,[],NASDAQ,active,True
ZJK,"ZJK Industrial Co., Ltd. Ordinary Shares",us_equity,['fractional_eh_enabled'],NASDAQ,active,True
ZKIN,"ZK International Group Co., Ltd Ordinary Share",us_equity,['has_options'],NASDAQ,active,True
ZLAB,Zai Lab Limited American Depositary Shares,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
ZM,"Zoom Communications, Inc. Class A Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
ZS,"Zscaler, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
ZSPC,"zSpace, Inc. Common stock",us_equity,['fractional_eh_enabled'],NASDAQ,active,True
ZTEK,Zentek Ltd. Common Stock,us_equity,[],NASDAQ,active,True
ZTEN,"The RBB Fund, Inc. F/m 10-Year Investment Grade Corporate Bond ETF",us_equity,[],NASDAQ,active,True
ZTRE,"The RBB Fund, Inc. F/m 3-Year Investment Grade Corporate Bond ETF",us_equity,[],NASDAQ,active,True
ZTWO,"The RBB Fund, Inc. F/m 2-Year Investment Grade Corporate Bond ETF",us_equity,[],NASDAQ,active,True
ZUMZ,Zumiez Inc. Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
ZURA,Zura Bio Limited Class A Ordinary Shares,us_equity,['has_options'],NASDAQ,active,True
ZVRA,"Zevra Therapeutics, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
ZVSA,"ZyVersa Therapeutics, Inc. Common Stock",us_equity,['fractional_eh_enabled'],NASDAQ,active,True
ZYXI,"Zynex, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
ZZZ,ONEFUND LLC Cyber Hornet S&P 500 and Bitcoin 75/25 Strategy ETF,us_equity,['has_options'],NASDAQ,active,True
USOY,Tidal Trust II Defiance Oil Enhanced Options Income ETF,us_equity,['has_options'],NASDAQ,active,True
UTMD,"Utah Medical Products, Inc. Common Stock",us_equity,['fractional_eh_enabled'],NASDAQ,active,True
UTRE,"The RBB Fund, Inc. US Treasury 3 Year Note ETF",us_equity,[],NASDAQ,active,True
VFLO,Victory Portfolios II VictoryShares Free Cash Flow ETF,us_equity,['fractional_eh_enabled'],NASDAQ,active,True
WEEI,Ultimus Managers Trust Westwood Salient Enhanced Energy Income ETF,us_equity,[],NASDAQ,active,True
TRIP,"TripAdvisor, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
UAE,iShares Trust iShares MSCI UAE ETF,us_equity,['fractional_eh_enabled'],NASDAQ,active,True
UYLD,Angel Oak Funds Trust Angel Oak UltraShort Income ETF,us_equity,[],NASDAQ,active,True
UYSCU,UY Scuti Acquisition Corp. Units,us_equity,[],NASDAQ,active,True
VRA,"Vera Bradley, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
VRAR,"The Glimpse Group, Inc. Common Stock",us_equity,['has_options'],NASDAQ,active,True
VRAX,Virax Biolabs Group Limited Ordinary Shares,us_equity,[],NASDAQ,active,True
VRCA,Verrica Pharmaceuticals Inc. Common Stock,us_equity,['has_options'],NASDAQ,active,True
VYMI,Vanguard Whitehall Funds Vanguard International High Dividend Yield ETF,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
VYNE,VYNE Therapeutics Inc. Common Stock,us_equity,[],NASDAQ,active,True
WAY,Waystar Holding Corp. Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
NCPB,NuShares ETF Trust Nuveen Core Plus Bond ETF,us_equity,[],NASDAQ,active,True
WB,Weibo Corporation American Depositary Share,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WBA,"Walgreens Boots Alliance, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WBD,"Warner Bros. Discovery, Inc. Series A Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WFCF,"Where Food Comes From, Inc. Common Stock",us_equity,[],NASDAQ,active,True
WFF,WF Holding Limited Ordinary Shares,us_equity,[],NASDAQ,active,True
WGMI,Valkyrie ETF Trust II CoinShares Valkyrie Bitcoin Miners ETF,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WGRX,"Wellgistics Health, Inc. Common Stock",us_equity,[],NASDAQ,active,True
WGS,GeneDx Holdings Corp. Class A Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WGSWW,GeneDx Holdings Corp. Warrant,us_equity,[],NASDAQ,active,True
TRAW,"Traws Pharma, Inc. Common Stock",us_equity,['has_options'],NASDAQ,active,True
TRDA,"Entrada Therapeutics, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
TREE,"LendingTree, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
TRI,Thomson Reuters Corporation Common Shares,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
TRIB,Trinity Biotech plc American Depositary Shares,us_equity,['has_options'],NASDAQ,active,True
TRIN,Trinity Capital Inc. Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
TRINZ,Trinity Capital Inc. 7.875% Notes due 2029,us_equity,[],NASDAQ,active,True
TRST,TrustCo Bank Corp NY Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
TSHA,"Taysha Gene Therapies, Inc. Common Stock",us_equity,['has_options'],NASDAQ,active,True
TZUP,Thumzup Media Corporation Common Stock,us_equity,[],NASDAQ,active,True
UNIT,Uniti Group Inc. Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
UNTY,"Unity Bancorp, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
UPGR,DBX ETF Trust Xtrackers US Green Infrastructure Select Equity ETF,us_equity,['has_options'],NASDAQ,active,True
UPST,"Upstart Holdings, Inc. Common stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
UPWK,Upwork Inc. Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
UPXI,"Upexi, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
URBN,"Urban Outfitters, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
URGN,UroGen Pharma Ltd. Ordinary Shares,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
URNJ,Sprott Funds Trust Sprott Junior Uranium Miners ETF,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
UROY,Uranium Royalty Corp. Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
USAF,The 2023 ETF Series Trust Atlas America Fund,us_equity,[],NASDAQ,active,True
USAR,"USA Rare Earth, Inc. Class A Common Stock",us_equity,['has_options'],NASDAQ,active,True
USARW,"USA Rare Earth, Inc. Warrant",us_equity,[],NASDAQ,active,True
USAU,U.S. Gold Corp. Common Stock,us_equity,['has_options'],NASDAQ,active,True
USCB,"USCB Financial Holdings, Inc. Class A Common Stock",us_equity,['fractional_eh_enabled'],NASDAQ,active,True
USCL,iShares Trust iShares Climate Conscious & Transition MSCI USA ETF,us_equity,['fractional_eh_enabled'],NASDAQ,active,True
USDX,"The RBB Fund, Inc. SGI Enhanced Core ETF",us_equity,[],NASDAQ,active,True
USEA,United Maritime Corporation Common Stock,us_equity,[],NASDAQ,active,True
USEG,U.S. Energy Corp. Common Stock (DE),us_equity,[],NASDAQ,active,True
USFI,Franklin Templeton ETF Trust BrandywineGLOBAL - U.S. Fixed Income ETF,us_equity,[],NASDAQ,active,True
USGO,U.S. GoldMining Inc. Common stock,us_equity,[],NASDAQ,active,True
USGOW,U.S. GoldMining Inc. Warrant,us_equity,[],NASDAQ,active,True
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
USIN,WisdomTree Trust WisdomTree 7-10 Year Laddered Treasury Fund,us_equity,[],NASDAQ,active,True
USIO,"Usio, Inc. Common Stock",us_equity,['has_options'],NASDAQ,active,True
USLM,"United States Lime & Minerals, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
USMC,Principal Exchange-Traded Funds Principal U.S. Mega-Cap ETF,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
USOI,"UBS AG ETRACS Crude Oil Shares Covered Call ETNs due April 24, 2037",us_equity,['fractional_eh_enabled'],NASDAQ,active,True
USRD,Themes ETF Trust Themes US R&D Champions ETF,us_equity,[],NASDAQ,active,True
USSH,WisdomTree Trust WisdomTree 1-3 Year Laddered Treasury Fund,us_equity,[],NASDAQ,active,True
USTB,Victory Portfolios II VictoryShares Short-Term Bond ETF,us_equity,['fractional_eh_enabled'],NASDAQ,active,True
USVM,Victory Portfolios II VictoryShares US Small Mid Cap Value Momentum ETF,us_equity,['fractional_eh_enabled'],NASDAQ,active,True
USVN,"The RBB Fund, Inc. US Treasury 7 Year Note ETF",us_equity,[],NASDAQ,active,True
USXF,iShares Trust iShares ESG Advanced MSCI USA ETF,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
UTEN,"The RBB Fund, Inc. US Treasury 10 Year Note ETF",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
UTHR,United Therapeutics Corporation Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
UTHY,"The RBB Fund, Inc. US Treasury 30 Year Bond ETF",us_equity,['has_options'],NASDAQ,active,True
UTSI,UTStarcom Holdings Corp. Ordinary Shares,us_equity,['fractional_eh_enabled'],NASDAQ,active,True
UTWO,"The RBB Fund, Inc. US Treasury 2 Year Note ETF",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
UTWY,"The RBB Fund, Inc. US Treasury 20 Year Bond ETF",us_equity,['has_options'],NASDAQ,active,True
CARV,"Carver Bancorp, Inc. Common Stock",us_equity,[],NASDAQ,active,True
UVSP,Univest Financial Corporation Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
UXIN,Uxin Limited ADS,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
VACH,Voyager Acquisition Corp Class A Ordinary Shares,us_equity,['fractional_eh_enabled'],NASDAQ,active,True
VACHU,Voyager Acquisition Corp Unit,us_equity,[],NASDAQ,active,True
VACHW,Voyager Acquisition Corp Warrants,us_equity,[],NASDAQ,active,True
VALU,"Value Line, Inc. Common Stock",us_equity,[],NASDAQ,active,True
VBIL,Vanguard Institutional Index Funds Vanguard 0-3 Month Treasury Bill ETF,us_equity,[],NASDAQ,active,True
VCIC,Vine Hill Capital Investment Corp. Class A Ordinary Shares,us_equity,[],NASDAQ,active,True
VECO,Veeco Instruments Inc. Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
VEON,VEON Ltd. ADS,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
VERA,"Vera Therapeutics, Inc. Class A Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
VERB,"Verb Technology Company, Inc. Common Stock",us_equity,['fractional_eh_enabled'],NASDAQ,active,True
VFF,"Village Farms International, Inc. Common Shares",us_equity,['has_options'],NASDAQ,active,True
VGAS,"Verde Clean Fuels, Inc. Class A Common Stock",us_equity,[],NASDAQ,active,True
VGASW,"Verde Clean Fuels, Inc. Warrant",us_equity,[],NASDAQ,active,True
NCNO,"nCino, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
VGSH,Vanguard Short-Term Treasury ETF,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
VGSR,Manager Directed Portfolios Vert Global Sustainable Real Estate ETF,us_equity,[],NASDAQ,active,True
VGUS,Vanguard Institutional Index Funds Vanguard Ultra-Short Treasury ETF,us_equity,[],NASDAQ,active,True
VICR,Vicor Corporation Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
VIGI,Vanguard Whitehall Funds Vanguard International Dividend Appreciation ETF,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
VINC,"Vincerx Pharma, Inc. Common Stock",us_equity,['fractional_eh_enabled'],NASDAQ,active,True
VITL,"Vital Farms, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
VIVK,"Vivakor, Inc. Common Stock",us_equity,[],NASDAQ,active,True
VNDA,Vanda Pharmaceuticals Inc. Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
VNET,"VNET Group, Inc. American Depositary Shares",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
VNOM,"Viper Energy, Inc. Class A Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
VSTE,Vast Renewables Limited Ordinary Shares,us_equity,[],NASDAQ,active,True
VSTEW,Vast Renewables Limited Warrants,us_equity,[],NASDAQ,active,True
VSTM,"Verastem, Inc. Common Stock",us_equity,['has_options'],NASDAQ,active,True
VVOS,"Vivos Therapeutics, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
VYGR,"Voyager Therapeutics, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WABC,Westamerica Bancorporation Common Stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WABF,Franklin Templeton ETF Trust Western Asset Bond ETF,us_equity,[],NASDAQ,active,True
WAFD,"WaFd, Inc. Common Stock",us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
WALDW,Waldencast plc Warrant,us_equity,[],NASDAQ,active,True
WATT,Energous Corporation Common Stock,us_equity,[],NASDAQ,active,True
WAVE,Eco Wave Power Global AB (publ) American Depositary Shares,us_equity,[],NASDAQ,active,True
WBND,Legg Mason ETF Investment Trust Western Asset Total Return ETF,us_equity,['fractional_eh_enabled'],NASDAQ,active,True
WBTN,WEBTOON Entertainment Inc. Common stock,us_equity,"['fractional_eh_enabled', 'has_options']",NASDAQ,active,True
